DATE_OF_INTEREST,AS_OF,"Cases/day, 7 day avg",DEATH_COUNT,"Deaths/day, 7 day avg",HOSPITALIZED_CASE_COUNT,"Hospitalized/day, 7 day avg",NEW_COVID_CASE_COUNT
2020-03-24,2020-08-09 11:10:01,3430.285714285714,95.0,51.857142857142854,1155.0,759.0,4507.0
2020-03-25,2020-08-09 11:10:01,3699.0,123.0,66.42857142857143,1303.0,877.7142857142857,4865.0
2020-03-26,2020-08-09 11:10:01,3889.8571428571427,190.0,90.14285714285714,1453.0,1005.5714285714286,5051.0
2020-03-27,2020-08-09 11:10:01,4049.5714285714284,218.0,114.57142857142857,1393.0,1109.5714285714287,5132.0
2020-03-28,2020-08-09 11:10:01,4169.285714285715,274.0,147.42857142857142,1365.0,1204.5714285714287,3478.0
2020-03-29,2020-08-09 11:10:01,4309.428571428572,292.0,182.0,1408.0,1301.857142857143,3561.0
2020-03-30,2020-08-09 11:10:01,4675.714285714285,326.0,216.85714285714286,1718.0,1399.2857142857142,6136.0
2020-03-31,2020-08-09 11:10:01,4813.714285714285,384.0,258.14285714285717,1697.0,1476.7142857142858,5473.0
2020-04-01,2020-08-09 11:10:01,4899.428571428572,448.0,304.57142857142856,1596.0,1518.5714285714287,5465.0
2020-04-02,2020-08-09 11:10:01,5001.714285714285,499.0,348.7142857142857,1620.0,1542.4285714285713,5767.0
2020-04-03,2020-08-09 11:10:01,5079.428571428572,498.0,388.7142857142857,1602.0,1572.2857142857142,5676.0
2020-04-04,2020-08-09 11:10:01,5135.285714285715,510.0,422.42857142857144,1343.0,1569.142857142857,3869.0
2020-04-05,2020-08-09 11:10:01,5168.571428571428,580.0,463.57142857142856,1329.0,1557.857142857143,3794.0
2020-04-06,2020-08-09 11:10:01,5203.0,576.0,499.2857142857143,1724.0,1558.7142857142858,6377.0
2020-04-07,2020-08-09 11:10:01,5287.571428571428,597.0,529.7142857142857,1604.0,1545.4285714285713,6065.0
2020-04-08,2020-08-09 11:10:01,5304.714285714285,569.0,547.0,1542.0,1537.7142857142858,5585.0
2020-04-09,2020-08-09 11:10:01,5205.714285714285,561.0,555.8571428571429,1429.0,1510.4285714285713,5074.0
2020-04-10,2020-08-09 11:10:01,5040.571428571428,539.0,561.7142857142857,1337.0,1472.5714285714287,4520.0
2020-04-11,2020-08-09 11:10:01,5021.142857142857,543.0,566.4285714285714,1099.0,1437.7142857142858,3733.0
2020-04-12,2020-08-09 11:10:01,4892.0,573.0,565.4285714285714,995.0,1390.0,2890.0
2020-04-13,2020-08-09 11:10:01,4454.0,571.0,564.7142857142857,1213.0,1317.0,3311.0
2020-04-14,2020-08-09 11:10:01,4180.142857142857,512.0,552.5714285714286,1088.0,1243.2857142857142,4148.0
2020-04-15,2020-08-09 11:10:01,3936.285714285714,455.0,536.2857142857143,981.0,1163.142857142857,3878.0
2020-04-16,2020-08-09 11:10:01,3715.5714285714284,414.0,515.2857142857143,883.0,1085.142857142857,3529.0
2020-04-17,2020-08-09 11:10:01,3581.285714285714,384.0,493.14285714285717,904.0,1023.2857142857143,3580.0
2020-04-18,2020-08-09 11:10:01,3358.4285714285716,392.0,471.57142857142856,665.0,961.2857142857143,2173.0
2020-04-19,2020-08-09 11:10:01,3280.714285714286,399.0,446.7142857142857,593.0,903.8571428571429,2346.0
2020-04-20,2020-08-09 11:10:01,3349.5714285714284,364.0,417.14285714285717,725.0,834.1428571428571,3793.0
2020-04-21,2020-08-09 11:10:01,3194.8571428571427,323.0,390.14285714285717,661.0,773.1428571428571,3065.0
2020-04-22,2020-08-09 11:10:01,3135.4285714285716,312.0,369.7142857142857,599.0,718.5714285714286,3462.0
2020-04-23,2020-08-09 11:10:01,3037.5714285714284,332.0,358.0,532.0,668.4285714285714,2844.0
2020-04-24,2020-08-09 11:10:01,2888.714285714286,316.0,348.2857142857143,550.0,617.8571428571429,2538.0
2020-04-25,2020-08-09 11:10:01,2806.1428571428573,265.0,330.14285714285717,403.0,580.4285714285714,1595.0
2020-04-26,2020-08-09 11:10:01,2614.285714285714,247.0,308.42857142857144,375.0,549.2857142857143,1003.0
2020-04-27,2020-08-09 11:10:01,2400.5714285714284,271.0,295.14285714285717,444.0,509.14285714285717,2297.0
2020-04-28,2020-08-09 11:10:01,2352.8571428571427,228.0,281.57142857142856,445.0,478.2857142857143,2731.0
2020-04-29,2020-08-09 11:10:01,2192.8571428571427,240.0,271.2857142857143,408.0,451.0,2342.0
2020-04-30,2020-08-09 11:10:01,2075.714285714286,223.0,255.71428571428572,346.0,424.42857142857144,2024.0
2020-05-01,2020-08-09 11:10:01,1983.0,209.0,240.42857142857142,353.0,396.2857142857143,1889.0
2020-05-02,2020-08-09 11:10:01,1906.4285714285713,192.0,230.0,261.0,376.0,1059.0
2020-05-03,2020-08-09 11:10:01,1875.2857142857142,178.0,220.14285714285714,256.0,359.0,785.0
2020-05-04,2020-08-09 11:10:01,1768.5714285714287,159.0,204.14285714285714,312.0,340.14285714285717,1550.0
2020-05-05,2020-08-09 11:10:01,1594.5714285714287,151.0,193.14285714285714,283.0,317.0,1513.0
2020-05-06,2020-08-09 11:10:01,1460.2857142857142,150.0,180.28571428571428,262.0,296.14285714285717,1402.0
2020-05-07,2020-08-09 11:10:01,1347.4285714285713,142.0,168.71428571428572,259.0,283.7142857142857,1234.0
2020-05-08,2020-08-09 11:10:01,1232.0,131.0,157.57142857142858,257.0,270.0,1081.0
2020-05-09,2020-08-09 11:10:01,1174.5714285714287,100.0,144.42857142857142,185.0,259.14285714285717,657.0
2020-05-10,2020-08-09 11:10:01,1127.857142857143,103.0,133.71428571428572,158.0,245.14285714285714,458.0
2020-05-11,2020-08-09 11:10:01,1082.5714285714287,103.0,125.71428571428571,247.0,235.85714285714286,1233.0
2020-05-12,2020-08-09 11:10:01,1050.0,91.0,117.14285714285714,211.0,225.57142857142858,1285.0
2020-05-13,2020-08-09 11:10:01,1040.7142857142858,83.0,107.57142857142857,230.0,221.0,1337.0
2020-05-14,2020-08-09 11:10:01,1023.2857142857143,70.0,97.28571428571429,221.0,215.57142857142858,1112.0
2020-05-15,2020-08-09 11:10:01,993.8571428571429,86.0,90.85714285714286,234.0,212.28571428571428,875.0
2020-05-16,2020-08-09 11:10:01,969.7142857142857,83.0,88.42857142857143,165.0,209.42857142857142,488.0
2020-05-17,2020-08-09 11:10:01,955.5714285714286,77.0,84.71428571428571,125.0,204.71428571428572,359.0
2020-05-18,2020-08-09 11:10:01,908.0,57.0,78.14285714285714,178.0,194.85714285714286,900.0
2020-05-19,2020-08-09 11:10:01,867.8571428571429,54.0,72.85714285714286,206.0,194.14285714285714,1004.0
2020-05-20,2020-08-09 11:10:01,830.0,81.0,72.57142857142857,171.0,185.71428571428572,1072.0
2020-05-21,2020-08-09 11:10:01,824.1428571428571,45.0,69.0,175.0,179.14285714285714,1071.0
2020-05-22,2020-08-09 11:10:01,850.7142857142857,64.0,65.85714285714286,197.0,173.85714285714286,1061.0
2020-05-23,2020-08-09 11:10:01,847.4285714285714,60.0,62.57142857142857,135.0,169.57142857142858,465.0
2020-05-24,2020-08-09 11:10:01,864.5714285714286,49.0,58.57142857142857,120.0,168.85714285714286,479.0
2020-05-25,2020-08-09 11:10:01,803.0,49.0,57.42857142857143,141.0,163.57142857142858,469.0
2020-05-26,2020-08-09 11:10:01,810.2857142857143,37.0,55.0,153.0,156.0,1055.0
2020-05-27,2020-08-09 11:10:01,764.8571428571429,49.0,50.42857142857143,161.0,154.57142857142858,754.0
2020-05-28,2020-08-09 11:10:01,703.1428571428571,38.0,49.42857142857143,140.0,149.57142857142858,639.0
2020-05-29,2020-08-09 11:10:01,643.8571428571429,43.0,46.42857142857143,170.0,145.71428571428572,646.0
2020-05-30,2020-08-09 11:10:01,627.1428571428571,54.0,45.57142857142857,99.0,140.57142857142858,348.0
2020-05-31,2020-08-09 11:10:01,589.5714285714286,39.0,44.142857142857146,90.0,136.28571428571428,216.0
2020-06-01,2020-08-09 11:10:01,617.7142857142857,34.0,42.0,124.0,133.85714285714286,666.0
2020-06-02,2020-08-09 11:10:01,549.4285714285714,38.0,42.142857142857146,124.0,129.71428571428572,577.0
2020-06-03,2020-08-09 11:10:01,515.2857142857143,42.0,41.142857142857146,116.0,123.28571428571429,515.0
2020-06-04,2020-08-09 11:10:01,497.57142857142856,32.0,40.285714285714285,90.0,116.14285714285714,515.0
2020-06-05,2020-08-09 11:10:01,463.85714285714283,28.0,38.142857142857146,65.0,101.14285714285714,410.0
2020-06-06,2020-08-09 11:10:01,449.42857142857144,35.0,35.42857142857143,46.0,93.57142857142857,247.0
2020-06-07,2020-08-09 11:10:01,446.85714285714283,24.0,33.285714285714285,48.0,87.57142857142857,198.0
2020-06-08,2020-08-09 11:10:01,415.2857142857143,41.0,34.285714285714285,62.0,78.71428571428571,445.0
2020-06-09,2020-08-09 11:10:01,393.42857142857144,34.0,33.714285714285715,51.0,68.28571428571429,424.0
2020-06-10,2020-08-09 11:10:01,372.0,31.0,32.142857142857146,45.0,58.142857142857146,365.0
2020-06-11,2020-08-09 11:10:01,349.57142857142856,21.0,30.571428571428573,41.0,51.142857142857146,358.0
2020-06-12,2020-08-09 11:10:01,349.7142857142857,23.0,29.857142857142858,55.0,49.714285714285715,411.0
2020-06-13,2020-08-09 11:10:01,342.42857142857144,14.0,26.857142857142858,28.0,47.142857142857146,196.0
2020-06-14,2020-08-09 11:10:01,340.57142857142856,24.0,26.857142857142858,43.0,46.42857142857143,185.0
2020-06-15,2020-08-09 11:10:01,330.85714285714283,20.0,23.857142857142858,49.0,44.57142857142857,377.0
2020-06-16,2020-08-09 11:10:01,331.0,19.0,21.714285714285715,50.0,44.42857142857143,425.0
2020-06-17,2020-08-09 11:10:01,329.42857142857144,20.0,20.142857142857142,41.0,43.857142857142854,354.0
2020-06-18,2020-08-09 11:10:01,331.2857142857143,17.0,19.571428571428573,39.0,43.57142857142857,371.0
2020-06-19,2020-08-09 11:10:01,323.7142857142857,17.0,18.714285714285715,41.0,41.57142857142857,358.0
2020-06-20,2020-08-09 11:10:01,325.0,19.0,19.428571428571427,27.0,41.42857142857143,205.0
2020-06-21,2020-08-09 11:10:01,323.7142857142857,28.0,20.0,34.0,40.142857142857146,176.0
2020-06-22,2020-08-09 11:10:01,326.2857142857143,25.0,20.714285714285715,44.0,39.42857142857143,395.0
2020-06-23,2020-08-09 11:10:01,320.14285714285717,27.0,21.857142857142858,42.0,38.285714285714285,382.0
2020-06-24,2020-08-09 11:10:01,324.42857142857144,25.0,22.571428571428573,37.0,37.714285714285715,384.0
2020-06-25,2020-08-09 11:10:01,313.85714285714283,19.0,22.857142857142858,37.0,37.42857142857143,297.0
2020-06-26,2020-08-09 11:10:01,307.42857142857144,20.0,23.285714285714285,34.0,36.42857142857143,313.0
2020-06-27,2020-08-09 11:10:01,308.14285714285717,21.0,23.571428571428573,37.0,37.857142857142854,210.0
2020-06-28,2020-08-09 11:10:01,311.7142857142857,19.0,22.285714285714285,31.0,37.42857142857143,201.0
2020-06-29,2020-08-09 11:10:01,318.14285714285717,25.0,22.285714285714285,38.0,36.57142857142857,440.0
2020-06-30,2020-08-09 11:10:01,327.14285714285717,24.0,21.857142857142858,37.0,35.857142857142854,445.0
2020-07-01,2020-08-09 11:10:01,329.2857142857143,12.0,20.0,29.0,34.714285714285715,399.0
2020-07-02,2020-08-09 11:10:01,345.85714285714283,25.0,20.857142857142858,30.0,33.714285714285715,413.0
2020-07-03,2020-08-09 11:10:01,334.0,24.0,21.428571428571427,23.0,32.142857142857146,230.0
2020-07-04,2020-08-09 11:10:01,320.85714285714283,14.0,20.428571428571427,22.0,30.0,118.0
2020-07-05,2020-08-09 11:10:01,314.14285714285717,17.0,20.142857142857142,23.0,28.857142857142858,154.0
2020-07-06,2020-08-09 11:10:01,313.57142857142856,17.0,19.0,43.0,29.571428571428573,436.0
2020-07-07,2020-08-09 11:10:01,316.0,13.0,17.428571428571427,41.0,30.142857142857142,462.0
2020-07-08,2020-08-09 11:10:01,321.57142857142856,20.0,18.571428571428573,32.0,30.571428571428573,438.0
2020-07-09,2020-08-09 11:10:01,318.42857142857144,10.0,16.428571428571427,41.0,32.142857142857146,391.0
2020-07-10,2020-08-09 11:10:01,329.7142857142857,10.0,14.428571428571429,35.0,33.857142857142854,309.0
2020-07-11,2020-08-09 11:10:01,349.14285714285717,13.0,14.285714285714286,29.0,34.857142857142854,254.0
2020-07-12,2020-08-09 11:10:01,358.85714285714283,11.0,13.428571428571429,18.0,34.142857142857146,222.0
2020-07-13,2020-08-09 11:10:01,365.0,17.0,13.428571428571429,44.0,34.285714285714285,479.0
2020-07-14,2020-08-09 11:10:01,355.85714285714283,10.0,13.0,31.0,32.857142857142854,398.0
2020-07-15,2020-08-09 11:10:01,355.2857142857143,14.0,12.142857142857142,24.0,31.714285714285715,434.0
2020-07-16,2020-08-09 11:10:01,358.2857142857143,10.0,12.142857142857142,32.0,30.428571428571427,412.0
2020-07-17,2020-08-09 11:10:01,373.2857142857143,14.0,12.714285714285714,47.0,32.142857142857146,414.0
2020-07-18,2020-08-09 11:10:01,367.57142857142856,11.0,12.428571428571429,26.0,31.714285714285715,214.0
2020-07-19,2020-08-09 11:10:01,360.85714285714283,7.0,11.857142857142858,30.0,33.42857142857143,175.0
2020-07-20,2020-08-09 11:10:01,348.57142857142856,11.0,11.0,33.0,31.857142857142858,393.0
2020-07-21,2020-08-09 11:10:01,339.2857142857143,12.0,11.285714285714286,22.0,30.571428571428573,333.0
2020-07-22,2020-08-09 11:10:01,322.2857142857143,8.0,10.428571428571429,31.0,31.571428571428573,315.0
2020-07-23,2020-08-09 11:10:01,305.42857142857144,9.0,10.285714285714286,32.0,31.571428571428573,294.0
2020-07-24,2020-08-09 11:10:01,287.85714285714283,6.0,9.142857142857142,34.0,29.714285714285715,291.0
2020-07-25,2020-08-09 11:10:01,278.14285714285717,9.0,8.857142857142858,25.0,29.571428571428573,146.0
2020-07-26,2020-08-09 11:10:01,272.0,8.0,9.0,21.0,28.285714285714285,132.0
2020-07-27,2020-08-09 11:10:01,253.0,5.0,8.142857142857142,38.0,29.0,260.0
2020-07-28,2020-08-09 11:10:01,236.57142857142858,12.0,8.142857142857142,35.0,30.857142857142858,218.0
2020-07-29,2020-08-09 11:10:01,220.57142857142858,5.0,7.714285714285714,25.0,30.0,203.0
2020-07-30,2020-08-09 11:10:01,208.57142857142858,4.0,7.0,32.0,30.0,210.0
2020-07-31,2020-08-09 11:10:01,195.42857142857142,4.0,6.714285714285714,20.0,28.0,199.0
2020-08-01,2020-08-09 11:10:01,196.71428571428572,7.0,6.428571428571429,21.0,27.428571428571427,155.0
2020-08-02,2020-08-09 11:10:01,193.85714285714286,2.0,5.571428571428571,30.0,28.714285714285715,112.0
2020-08-03,2020-08-09 11:10:01,190.0,2.0,5.142857142857143,31.0,27.714285714285715,233.0
2020-08-04,2020-08-09 11:10:01,175.85714285714286,2.0,3.7142857142857144,32.0,27.285714285714285,119.0
2020-08-05,2020-08-09 11:10:01,170.28571428571428,3.0,3.4285714285714284,21.0,26.714285714285715,164.0
2020-08-06,2020-08-09 11:10:01,159.57142857142858,2.0,3.142857142857143,17.0,24.571428571428573,135.0
2020-08-07,2020-08-09 11:10:01,142.28571428571428,1.0,2.7142857142857144,0.0,21.714285714285715,78.0
2020-08-08,2020-08-09 11:10:01,120.85714285714286,0.0,1.7142857142857142,0.0,18.714285714285715,5.0
2020-02-29,2020-08-10 13:01:21,1.0,0.0,0.0,11.0,11.0,1.0
2020-03-01,2020-08-10 13:01:21,0.5,0.0,0.0,4.0,7.5,0.0
2020-03-02,2020-08-10 13:01:21,0.3333333333333333,0.0,0.0,21.0,12.0,0.0
2020-03-03,2020-08-10 13:01:21,0.75,0.0,0.0,20.0,14.0,2.0
2020-03-04,2020-08-10 13:01:21,1.6,0.0,0.0,22.0,15.6,5.0
2020-03-05,2020-08-10 13:01:21,1.8333333333333333,0.0,0.0,20.0,16.333333333333332,3.0
2020-03-06,2020-08-10 13:01:21,2.7142857142857144,0.0,0.0,18.0,16.571428571428573,8.0
2020-03-07,2020-08-10 13:01:21,3.5714285714285716,0.0,0.0,15.0,17.142857142857142,7.0
2020-03-08,2020-08-10 13:01:21,6.571428571428571,0.0,0.0,18.0,19.142857142857142,21.0
2020-03-09,2020-08-10 13:01:21,14.857142857142858,0.0,0.0,49.0,23.142857142857142,58.0
2020-03-10,2020-08-10 13:01:21,24.571428571428573,0.0,0.0,63.0,29.285714285714285,70.0
2020-03-11,2020-08-10 13:01:21,46.0,1.0,0.14285714285714285,91.0,39.142857142857146,155.0
2020-03-12,2020-08-10 13:01:21,96.57142857142857,0.0,0.14285714285714285,92.0,49.42857142857143,357.0
2020-03-13,2020-08-10 13:01:21,184.14285714285714,0.0,0.14285714285714285,157.0,69.28571428571429,621.0
2020-03-14,2020-08-10 13:01:21,275.14285714285717,2.0,0.42857142857142855,159.0,89.85714285714286,644.0
2020-03-15,2020-08-10 13:01:21,420.2857142857143,5.0,1.1428571428571428,189.0,114.28571428571429,1037.0
2020-03-16,2020-08-10 13:01:21,715.4285714285714,8.0,2.2857142857142856,317.0,152.57142857142858,2124.0
2020-03-17,2020-08-10 13:01:21,1056.142857142857,8.0,3.4285714285714284,359.0,194.85714285714286,2455.0
2020-03-18,2020-08-10 13:01:21,1460.2857142857142,21.0,6.285714285714286,472.0,249.28571428571428,2984.0
2020-03-19,2020-08-10 13:01:21,1940.0,24.0,9.714285714285714,558.0,315.85714285714283,3715.0
2020-03-20,2020-08-10 13:01:21,2424.714285714286,47.0,16.428571428571427,665.0,388.42857142857144,4014.0
2020-03-21,2020-08-10 13:01:21,2709.8571428571427,44.0,22.428571428571427,700.0,465.7142857142857,2640.0
2020-03-22,2020-08-10 13:01:21,2930.285714285714,50.0,28.857142857142858,727.0,542.5714285714286,2580.0
2020-03-23,2020-08-10 13:01:21,3137.1428571428573,82.0,39.42857142857143,1036.0,645.2857142857143,3572.0
2020-03-24,2020-08-10 13:01:21,3430.285714285714,95.0,51.857142857142854,1155.0,759.0,4507.0
2020-03-25,2020-08-10 13:01:21,3699.0,123.0,66.42857142857143,1303.0,877.7142857142857,4865.0
2020-03-26,2020-08-10 13:01:21,3889.8571428571427,190.0,90.14285714285714,1453.0,1005.5714285714286,5051.0
2020-03-27,2020-08-10 13:01:21,4049.5714285714284,218.0,114.57142857142857,1393.0,1109.5714285714287,5132.0
2020-03-28,2020-08-10 13:01:21,4169.285714285715,274.0,147.42857142857142,1365.0,1204.5714285714287,3478.0
2020-03-29,2020-08-10 13:01:21,4309.428571428572,292.0,182.0,1408.0,1301.857142857143,3561.0
2020-03-30,2020-08-10 13:01:21,4675.714285714285,326.0,216.85714285714286,1718.0,1399.2857142857142,6136.0
2020-03-31,2020-08-10 13:01:21,4813.714285714285,384.0,258.14285714285717,1697.0,1476.7142857142858,5473.0
2020-04-01,2020-08-10 13:01:21,4899.428571428572,448.0,304.57142857142856,1596.0,1518.5714285714287,5465.0
2020-04-02,2020-08-10 13:01:21,5001.714285714285,499.0,348.7142857142857,1619.0,1542.2857142857142,5767.0
2020-04-03,2020-08-10 13:01:21,5079.428571428572,498.0,388.7142857142857,1602.0,1572.142857142857,5676.0
2020-04-04,2020-08-10 13:01:21,5135.428571428572,510.0,422.42857142857144,1344.0,1569.142857142857,3870.0
2020-04-05,2020-08-10 13:01:21,5168.714285714285,580.0,463.57142857142856,1329.0,1557.857142857143,3794.0
2020-04-06,2020-08-10 13:01:21,5203.142857142857,576.0,499.2857142857143,1724.0,1558.7142857142858,6377.0
2020-04-07,2020-08-10 13:01:21,5287.714285714285,597.0,529.7142857142857,1604.0,1545.4285714285713,6065.0
2020-04-08,2020-08-10 13:01:21,5304.857142857143,569.0,547.0,1542.0,1537.7142857142858,5585.0
2020-04-09,2020-08-10 13:01:21,5205.857142857143,561.0,555.8571428571429,1429.0,1510.5714285714287,5074.0
2020-04-10,2020-08-10 13:01:21,5040.714285714285,539.0,561.7142857142857,1337.0,1472.7142857142858,4520.0
2020-04-11,2020-08-10 13:01:21,5021.142857142857,543.0,566.4285714285714,1099.0,1437.7142857142858,3733.0
2020-04-12,2020-08-10 13:01:21,4892.0,573.0,565.4285714285714,995.0,1390.0,2890.0
2020-04-13,2020-08-10 13:01:21,4454.0,571.0,564.7142857142857,1213.0,1317.0,3311.0
2020-04-14,2020-08-10 13:01:21,4180.142857142857,512.0,552.5714285714286,1088.0,1243.2857142857142,4148.0
2020-04-15,2020-08-10 13:01:21,3936.285714285714,455.0,536.2857142857143,981.0,1163.142857142857,3878.0
2020-04-16,2020-08-10 13:01:21,3715.5714285714284,414.0,515.2857142857143,883.0,1085.142857142857,3529.0
2020-04-17,2020-08-10 13:01:21,3581.285714285714,384.0,493.14285714285717,904.0,1023.2857142857143,3580.0
2020-04-18,2020-08-10 13:01:21,3358.4285714285716,392.0,471.57142857142856,665.0,961.2857142857143,2173.0
2020-04-19,2020-08-10 13:01:21,3280.714285714286,399.0,446.7142857142857,593.0,903.8571428571429,2346.0
2020-04-20,2020-08-10 13:01:21,3349.714285714286,364.0,417.14285714285717,725.0,834.1428571428571,3794.0
2020-04-21,2020-08-10 13:01:21,3195.0,323.0,390.14285714285717,661.0,773.1428571428571,3065.0
2020-04-22,2020-08-10 13:01:21,3135.5714285714284,312.0,369.7142857142857,599.0,718.5714285714286,3462.0
2020-04-23,2020-08-10 13:01:21,3037.714285714286,332.0,358.0,532.0,668.4285714285714,2844.0
2020-04-24,2020-08-10 13:01:21,2888.8571428571427,316.0,348.2857142857143,550.0,617.8571428571429,2538.0
2020-04-25,2020-08-10 13:01:21,2806.285714285714,265.0,330.14285714285717,403.0,580.4285714285714,1595.0
2020-04-26,2020-08-10 13:01:21,2614.4285714285716,247.0,308.42857142857144,375.0,549.2857142857143,1003.0
2020-04-27,2020-08-10 13:01:21,2400.714285714286,271.0,295.14285714285717,444.0,509.14285714285717,2298.0
2020-04-28,2020-08-10 13:01:21,2353.0,228.0,281.57142857142856,445.0,478.2857142857143,2731.0
2020-04-29,2020-08-10 13:01:21,2193.0,240.0,271.2857142857143,408.0,451.0,2342.0
2020-04-30,2020-08-10 13:01:21,2075.8571428571427,223.0,255.71428571428572,346.0,424.42857142857144,2024.0
2020-05-01,2020-08-10 13:01:21,1983.142857142857,209.0,240.42857142857142,353.0,396.2857142857143,1889.0
2020-05-02,2020-08-10 13:01:21,1906.7142857142858,192.0,230.0,261.0,376.0,1060.0
2020-05-03,2020-08-10 13:01:21,1875.5714285714287,178.0,220.14285714285714,256.0,359.0,785.0
2020-05-04,2020-08-10 13:01:21,1768.7142857142858,159.0,204.14285714285714,312.0,340.14285714285717,1550.0
2020-05-05,2020-08-10 13:01:21,1594.7142857142858,151.0,193.14285714285714,283.0,317.0,1513.0
2020-05-06,2020-08-10 13:01:21,1460.4285714285713,150.0,180.28571428571428,262.0,296.14285714285717,1402.0
2020-05-07,2020-08-10 13:01:21,1347.7142857142858,142.0,168.71428571428572,259.0,283.7142857142857,1235.0
2020-05-08,2020-08-10 13:01:21,1232.2857142857142,131.0,157.57142857142858,257.0,270.0,1081.0
2020-05-09,2020-08-10 13:01:21,1174.7142857142858,100.0,144.42857142857142,185.0,259.14285714285717,657.0
2020-05-10,2020-08-10 13:01:21,1128.0,103.0,133.71428571428572,158.0,245.14285714285714,458.0
2020-05-11,2020-08-10 13:01:21,1082.7142857142858,103.0,125.71428571428571,247.0,235.85714285714286,1233.0
2020-05-12,2020-08-10 13:01:21,1050.142857142857,91.0,117.14285714285714,211.0,225.57142857142858,1285.0
2020-05-13,2020-08-10 13:01:21,1040.857142857143,83.0,107.57142857142857,230.0,221.0,1337.0
2020-05-14,2020-08-10 13:01:21,1023.2857142857143,70.0,97.28571428571429,221.0,215.57142857142858,1112.0
2020-05-15,2020-08-10 13:01:21,993.8571428571429,86.0,90.85714285714286,234.0,212.28571428571428,875.0
2020-05-16,2020-08-10 13:01:21,969.7142857142857,83.0,88.42857142857143,165.0,209.42857142857142,488.0
2020-05-17,2020-08-10 13:01:21,955.5714285714286,77.0,84.71428571428571,125.0,204.71428571428572,359.0
2020-05-18,2020-08-10 13:01:21,908.0,57.0,78.14285714285714,178.0,194.85714285714286,900.0
2020-05-19,2020-08-10 13:01:21,868.0,54.0,72.85714285714286,206.0,194.14285714285714,1005.0
2020-05-20,2020-08-10 13:01:21,830.1428571428571,81.0,72.57142857142857,171.0,185.71428571428572,1072.0
2020-05-21,2020-08-10 13:01:21,824.2857142857143,45.0,69.0,175.0,179.14285714285714,1071.0
2020-05-22,2020-08-10 13:01:21,850.8571428571429,64.0,65.85714285714286,197.0,173.85714285714286,1061.0
